disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_7,symptom_8,symptom_9,symptom_10,symptom_11,symptom_12,symptom_13,symptom_14,symptom_15,symptom_16,symptom_17,temperature,recommendation,symptoms
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,,,37.5-38.5°C / 99.5-101.3°F,"Complete the full course of prescribed anti-TB medication, even after feeling better, to prevent drug resistance. Cover coughs, ensure good ventilation, and get contacts screened. Don't stop treatment early.","chills,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever"
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,,,37.5-38.5°C / 99.5-101.3°F,"Complete the full course of prescribed anti-TB medication, even after feeling better, to prevent drug resistance. Cover coughs, ensure good ventilation, and get contacts screened. Don't stop treatment early.","chills,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever"
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,,,37.5-38.5°C / 99.5-101.3°F,"Complete the full course of prescribed anti-TB medication, even after feeling better, to prevent drug resistance. Cover coughs, ensure good ventilation, and get contacts screened. Don't stop treatment early.","chills,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,loss_of_appetite,mild_fever"
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,37.5-38.5°C / 99.5-101.3°F,"Rest, stay hydrated, and use over-the-counter remedies for symptom relief. It usually resolves in 7–10 days. See a doctor if symptoms worsen after a week or high fever develops.","continuous_sneezing,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm"
Common Cold,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,,37.5-38.5°C / 99.5-101.3°F,"Rest, stay hydrated, and use over-the-counter remedies for symptom relief. It usually resolves in 7–10 days. See a doctor if symptoms worsen after a week or high fever develops.","chills,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation"
Common Cold,continuous_sneezing,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,,37.5-38.5°C / 99.5-101.3°F,"Rest, stay hydrated, and use over-the-counter remedies for symptom relief. It usually resolves in 7–10 days. See a doctor if symptoms worsen after a week or high fever develops.","continuous_sneezing,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation"
Common Cold,continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,,37.5-38.5°C / 99.5-101.3°F,"Rest, stay hydrated, and use over-the-counter remedies for symptom relief. It usually resolves in 7–10 days. See a doctor if symptoms worsen after a week or high fever develops.","continuous_sneezing,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation"
Common Cold,continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,,37.5-38.5°C / 99.5-101.3°F,"Rest, stay hydrated, and use over-the-counter remedies for symptom relief. It usually resolves in 7–10 days. See a doctor if symptoms worsen after a week or high fever develops.","continuous_sneezing,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation"
Common Cold,continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,,37.5-38.5°C / 99.5-101.3°F,"Rest, stay hydrated, and use over-the-counter remedies for symptom relief. It usually resolves in 7–10 days. See a doctor if symptoms worsen after a week or high fever develops.","continuous_sneezing,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation"
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,,37.5-38.5°C / 99.5-101.3°F,"Rest, stay hydrated, and use over-the-counter remedies for symptom relief. It usually resolves in 7–10 days. See a doctor if symptoms worsen after a week or high fever develops.","continuous_sneezing,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation"
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,,37.5-38.5°C / 99.5-101.3°F,"Rest, stay hydrated, and use over-the-counter remedies for symptom relief. It usually resolves in 7–10 days. See a doctor if symptoms worsen after a week or high fever develops.","continuous_sneezing,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation"
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,,37.5-38.5°C / 99.5-101.3°F,"Rest, stay hydrated, and use over-the-counter remedies for symptom relief. It usually resolves in 7–10 days. See a doctor if symptoms worsen after a week or high fever develops.","continuous_sneezing,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation"
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,,38.5-40.0°C / 101.3-104°F,"Complete prescribed antibiotics if bacterial, rest, and stay hydrated. Seek prompt medical care, especially for breathlessness, confusion, or in young children/elderly, as it can worsen quickly.","chills,rusty_sputum,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate"
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,38.5-40.0°C / 101.3-104°F,"Complete prescribed antibiotics if bacterial, rest, and stay hydrated. Seek prompt medical care, especially for breathlessness, confusion, or in young children/elderly, as it can worsen quickly.","chills,fast_heart_rate,rusty_sputum,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain"
Pneumonia,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,,38.5-40.0°C / 101.3-104°F,"Complete prescribed antibiotics if bacterial, rest, and stay hydrated. Seek prompt medical care, especially for breathlessness, confusion, or in young children/elderly, as it can worsen quickly.","fatigue,rusty_sputum,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate"
Pneumonia,chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,,38.5-40.0°C / 101.3-104°F,"Complete prescribed antibiotics if bacterial, rest, and stay hydrated. Seek prompt medical care, especially for breathlessness, confusion, or in young children/elderly, as it can worsen quickly.","chills,rusty_sputum,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate"
Pneumonia,chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,,38.5-40.0°C / 101.3-104°F,"Complete prescribed antibiotics if bacterial, rest, and stay hydrated. Seek prompt medical care, especially for breathlessness, confusion, or in young children/elderly, as it can worsen quickly.","chills,rusty_sputum,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate"
Pneumonia,chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,,38.5-40.0°C / 101.3-104°F,"Complete prescribed antibiotics if bacterial, rest, and stay hydrated. Seek prompt medical care, especially for breathlessness, confusion, or in young children/elderly, as it can worsen quickly.","chills,rusty_sputum,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate"
Pneumonia,chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,,38.5-40.0°C / 101.3-104°F,"Complete prescribed antibiotics if bacterial, rest, and stay hydrated. Seek prompt medical care, especially for breathlessness, confusion, or in young children/elderly, as it can worsen quickly.","chills,rusty_sputum,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate"
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,,38.5-40.0°C / 101.3-104°F,"Complete prescribed antibiotics if bacterial, rest, and stay hydrated. Seek prompt medical care, especially for breathlessness, confusion, or in young children/elderly, as it can worsen quickly.","chills,rusty_sputum,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate"
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,,38.5-40.0°C / 101.3-104°F,"Complete prescribed antibiotics if bacterial, rest, and stay hydrated. Seek prompt medical care, especially for breathlessness, confusion, or in young children/elderly, as it can worsen quickly.","chills,rusty_sputum,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate"
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Increase fiber and water intake to soften stools, avoid straining, and consider warm sitz baths. Topical treatments can ease discomfort. See a doctor if there is significant bleeding or pain.","constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Increase fiber and water intake to soften stools, avoid straining, and consider warm sitz baths. Topical treatments can ease discomfort. See a doctor if there is significant bleeding or pain.","pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Increase fiber and water intake to soften stools, avoid straining, and consider warm sitz baths. Topical treatments can ease discomfort. See a doctor if there is significant bleeding or pain.","constipation,pain_in_anal_region,bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Increase fiber and water intake to soften stools, avoid straining, and consider warm sitz baths. Topical treatments can ease discomfort. See a doctor if there is significant bleeding or pain.","constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Increase fiber and water intake to soften stools, avoid straining, and consider warm sitz baths. Topical treatments can ease discomfort. See a doctor if there is significant bleeding or pain.","constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus"
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Increase fiber and water intake to soften stools, avoid straining, and consider warm sitz baths. Topical treatments can ease discomfort. See a doctor if there is significant bleeding or pain.","constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool"
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,,38°C / 100.4°F,"This is a medical emergency — call emergency services immediately. Chew aspirin if advised and not allergic, and stay calm while waiting for help. Do not attempt to drive yourself.","vomiting,breathlessness,sweating,chest_pain"
Heart attack,breathlessness,sweating,chest_pain,,,,,,,,,,,,,,,38°C / 100.4°F,"This is a medical emergency — call emergency services immediately. Chew aspirin if advised and not allergic, and stay calm while waiting for help. Do not attempt to drive yourself.","breathlessness,sweating,chest_pain"
Heart attack,vomiting,sweating,chest_pain,,,,,,,,,,,,,,,38°C / 100.4°F,"This is a medical emergency — call emergency services immediately. Chew aspirin if advised and not allergic, and stay calm while waiting for help. Do not attempt to drive yourself.","vomiting,sweating,chest_pain"
Heart attack,vomiting,breathlessness,chest_pain,,,,,,,,,,,,,,,38°C / 100.4°F,"This is a medical emergency — call emergency services immediately. Chew aspirin if advised and not allergic, and stay calm while waiting for help. Do not attempt to drive yourself.","vomiting,breathlessness,chest_pain"
Heart attack,vomiting,breathlessness,sweating,,,,,,,,,,,,,,,38°C / 100.4°F,"This is a medical emergency — call emergency services immediately. Chew aspirin if advised and not allergic, and stay calm while waiting for help. Do not attempt to drive yourself.","vomiting,breathlessness,sweating"
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Elevate legs when resting, avoid prolonged standing/sitting, exercise regularly, and consider compression stockings. See a doctor if there is pain, skin changes, or ulcers over the veins.","fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
Varicose veins,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Elevate legs when resting, avoid prolonged standing/sitting, exercise regularly, and consider compression stockings. See a doctor if there is pain, skin changes, or ulcers over the veins.","cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
Varicose veins,fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Elevate legs when resting, avoid prolonged standing/sitting, exercise regularly, and consider compression stockings. See a doctor if there is pain, skin changes, or ulcers over the veins.","fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
Varicose veins,fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Elevate legs when resting, avoid prolonged standing/sitting, exercise regularly, and consider compression stockings. See a doctor if there is pain, skin changes, or ulcers over the veins.","fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
Varicose veins,fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Elevate legs when resting, avoid prolonged standing/sitting, exercise regularly, and consider compression stockings. See a doctor if there is pain, skin changes, or ulcers over the veins.","fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
Varicose veins,fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Elevate legs when resting, avoid prolonged standing/sitting, exercise regularly, and consider compression stockings. See a doctor if there is pain, skin changes, or ulcers over the veins.","fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf"
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Elevate legs when resting, avoid prolonged standing/sitting, exercise regularly, and consider compression stockings. See a doctor if there is pain, skin changes, or ulcers over the veins.","fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf"
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Elevate legs when resting, avoid prolonged standing/sitting, exercise regularly, and consider compression stockings. See a doctor if there is pain, skin changes, or ulcers over the veins.","fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels"
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,35.5-36.5°C / 95.9-97.7°F,"Take prescribed thyroid hormone replacement consistently, usually on an empty stomach. Regular blood tests help adjust dosage. Report ongoing fatigue, weight changes, or mood changes to your doctor.","fatigue,swollen_extremeties,depression,irritability,abnormal_menstruation,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails"
Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,,35.5-36.5°C / 95.9-97.7°F,"Take prescribed thyroid hormone replacement consistently, usually on an empty stomach. Regular blood tests help adjust dosage. Report ongoing fatigue, weight changes, or mood changes to your doctor.","weight_gain,depression,irritability,abnormal_menstruation,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties"
Hypothyroidism,fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,,35.5-36.5°C / 95.9-97.7°F,"Take prescribed thyroid hormone replacement consistently, usually on an empty stomach. Regular blood tests help adjust dosage. Report ongoing fatigue, weight changes, or mood changes to your doctor.","fatigue,depression,irritability,abnormal_menstruation,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties"
Hypothyroidism,fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,,35.5-36.5°C / 95.9-97.7°F,"Take prescribed thyroid hormone replacement consistently, usually on an empty stomach. Regular blood tests help adjust dosage. Report ongoing fatigue, weight changes, or mood changes to your doctor.","fatigue,depression,irritability,abnormal_menstruation,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties"
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,,35.5-36.5°C / 95.9-97.7°F,"Take prescribed thyroid hormone replacement consistently, usually on an empty stomach. Regular blood tests help adjust dosage. Report ongoing fatigue, weight changes, or mood changes to your doctor.","fatigue,depression,irritability,abnormal_menstruation,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties"
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,,35.5-36.5°C / 95.9-97.7°F,"Take prescribed thyroid hormone replacement consistently, usually on an empty stomach. Regular blood tests help adjust dosage. Report ongoing fatigue, weight changes, or mood changes to your doctor.","fatigue,depression,irritability,abnormal_menstruation,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties"
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,,35.5-36.5°C / 95.9-97.7°F,"Take prescribed thyroid hormone replacement consistently, usually on an empty stomach. Regular blood tests help adjust dosage. Report ongoing fatigue, weight changes, or mood changes to your doctor.","fatigue,depression,irritability,abnormal_menstruation,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties"
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,,35.5-36.5°C / 95.9-97.7°F,"Take prescribed thyroid hormone replacement consistently, usually on an empty stomach. Regular blood tests help adjust dosage. Report ongoing fatigue, weight changes, or mood changes to your doctor.","fatigue,depression,irritability,abnormal_menstruation,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,37.5-38°C / 99.5-100.4°F,"Follow prescribed treatment (medication, radioactive iodine, or surgery as advised). Avoid excess iodine intake unless directed. Report rapid heartbeat, tremors, or eye changes to your doctor promptly.","fatigue,irritability,abnormal_menstruation,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness"
Hyperthyroidism,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,37.5-38°C / 99.5-100.4°F,"Follow prescribed treatment (medication, radioactive iodine, or surgery as advised). Avoid excess iodine intake unless directed. Report rapid heartbeat, tremors, or eye changes to your doctor promptly.","mood_swings,abnormal_menstruation,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability"
Hyperthyroidism,fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,37.5-38°C / 99.5-100.4°F,"Follow prescribed treatment (medication, radioactive iodine, or surgery as advised). Avoid excess iodine intake unless directed. Report rapid heartbeat, tremors, or eye changes to your doctor promptly.","fatigue,abnormal_menstruation,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability"
Hyperthyroidism,fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,37.5-38°C / 99.5-100.4°F,"Follow prescribed treatment (medication, radioactive iodine, or surgery as advised). Avoid excess iodine intake unless directed. Report rapid heartbeat, tremors, or eye changes to your doctor promptly.","fatigue,abnormal_menstruation,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability"
Hyperthyroidism,fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,37.5-38°C / 99.5-100.4°F,"Follow prescribed treatment (medication, radioactive iodine, or surgery as advised). Avoid excess iodine intake unless directed. Report rapid heartbeat, tremors, or eye changes to your doctor promptly.","fatigue,abnormal_menstruation,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,37.5-38°C / 99.5-100.4°F,"Follow prescribed treatment (medication, radioactive iodine, or surgery as advised). Avoid excess iodine intake unless directed. Report rapid heartbeat, tremors, or eye changes to your doctor promptly.","fatigue,abnormal_menstruation,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,37.5-38°C / 99.5-100.4°F,"Follow prescribed treatment (medication, radioactive iodine, or surgery as advised). Avoid excess iodine intake unless directed. Report rapid heartbeat, tremors, or eye changes to your doctor promptly.","fatigue,abnormal_menstruation,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,37.5-38°C / 99.5-100.4°F,"Follow prescribed treatment (medication, radioactive iodine, or surgery as advised). Avoid excess iodine intake unless directed. Report rapid heartbeat, tremors, or eye changes to your doctor promptly.","fatigue,abnormal_menstruation,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,37.5-38°C / 99.5-100.4°F,"Follow prescribed treatment (medication, radioactive iodine, or surgery as advised). Avoid excess iodine intake unless directed. Report rapid heartbeat, tremors, or eye changes to your doctor promptly.","fatigue,abnormal_menstruation,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations,,,,,,,36.1-37.2°C / 97-99°F,"Treat low blood sugar quickly with fast-acting sugar (juice, glucose tablets), then a snack with protein. If diabetic, review medication doses with your doctor. Seek emergency care for confusion or loss of consciousness.","vomiting,irritability,palpitations,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,36.1-37.2°C / 97-99°F,"Treat low blood sugar quickly with fast-acting sugar (juice, glucose tablets), then a snack with protein. If diabetic, review medication doses with your doctor. Seek emergency care for confusion or loss of consciousness.","vomiting,slurred_speech,irritability,palpitations,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips"
